0,1,2,3,4,5,6,7,8,9,cluster
2814,62,4,30,0,1199,223,232,145,990,2
2813,45,3,42,0,1215,220,232,149,1020,2
2812,18,3,30,3,1231,217,233,153,1050,2
2812,356,4,0,0,1249,214,233,157,1080,2
2812,357,4,30,3,1266,213,232,157,1110,2
2812,351,5,60,8,1284,212,232,158,1140,2
2813,329,6,90,18,1302,207,233,165,1170,2
2815,321,6,120,33,1321,204,234,169,1200,2
2817,315,7,150,50,1340,202,235,172,1230,2
2820,310,8,180,67,1357,199,235,175,1260,2
2823,308,9,210,82,1368,196,235,178,1290,2
2827,306,10,240,98,1376,191,234,183,1320,2
2832,307,12,270,116,1385,187,233,186,1350,2
2837,306,13,277,-46,1395,183,232,189,1380,2
2843,305,14,258,-40,1405,181,232,191,1410,2
2849,305,13,242,-34,1415,182,232,190,1440,2
2855,299,15,228,-28,1426,178,233,195,1470,2
2863,295,15,218,-20,1438,175,234,199,1500,2
2870,294,14,212,-13,1450,180,236,195,1530,2
2876,291,13,210,-7,1463,183,237,195,1560,2
2883,287,13,210,0,1476,183,239,196,1549,2
2890,282,13,210,6,1489,182,240,198,1521,2
2897,278,13,210,13,1503,183,242,198,1493,2
2903,274,13,210,19,1516,184,243,198,1465,2
2911,272,12,212,27,1530,187,243,195,1438,2
2917,273,9,218,33,1544,196,243,186,1410,2
2921,268,5,228,37,1559,206,242,175,1383,2
2923,243,3,242,38,1574,213,242,166,1356,2
2924,207,2,258,39,1590,218,241,160,1328,2
2924,143,2,277,37,1606,223,238,151,1301,2
2922,117,4,297,31,1622,227,236,143,1275,2
2919,112,4,319,28,1639,227,235,142,1248,2
2918,108,5,342,27,1657,228,234,141,1221,2
2916,103,6,366,25,1674,231,232,134,1195,2
2912,98,7,391,21,1692,232,230,130,1168,2
2908,91,9,417,17,1710,235,226,122,1142,2
2902,90,14,424,136,1729,240,218,105,1116,2
2893,90,14,404,129,1748,241,216,101,1091,2
2886,90,14,382,122,1767,241,217,103,1065,2
2878,92,17,361,114,1786,244,212,92,1040,2
2868,95,20,342,104,1806,247,207,80,1015,2
2826,109,14,255,67,1888,244,223,105,918,5
2813,109,14,212,57,1926,244,223,105,872,5
2806,110,15,190,52,1944,244,223,104,850,5
2792,112,14,134,39,1982,244,224,106,806,5
2784,113,15,108,31,2001,245,223,103,785,5
2776,116,15,85,23,2021,245,224,104,765,2
2760,121,16,42,10,2060,246,225,103,726,2
2748,0,1,0,0,2122,217,236,156,674,2
2750,317,9,30,1,2143,196,232,176,659,2
2755,314,14,42,8,2164,181,228,187,644,2
2761,313,16,67,14,2185,174,226,191,631,2
2768,317,16,95,17,2206,177,225,187,618,2
2773,329,14,108,25,2227,186,223,176,607,2
2776,336,14,127,26,2249,188,220,171,598,2
2779,342,14,150,29,2270,190,218,166,589,2
2781,349,14,170,28,2291,193,215,161,582,2
2782,347,15,192,35,2312,191,215,162,577,2
2784,348,15,216,41,2333,192,215,161,573,2
2785,3,14,242,41,2355,200,212,148,571,2
2783,7,15,234,61,2376,201,209,144,570,2
2783,0,16,212,55,2397,195,209,150,571,2
2783,359,17,192,55,2418,193,207,149,573,2
2783,0,18,175,55,2440,191,204,148,577,2
2783,1,18,162,49,2461,191,203,147,582,2
2783,7,18,150,49,2482,195,201,140,589,2
2781,13,19,134,47,2503,198,198,133,598,2
2779,10,19,124,45,2524,195,197,135,607,2
2777,7,20,120,43,2524,193,197,138,618,2
2776,4,20,108,29,2495,189,196,140,631,2
2773,18,22,67,25,2435,197,188,121,659,2
2768,22,21,60,20,2405,202,190,118,674,1
2764,21,17,42,6,2375,207,202,128,691,1
2760,1,9,30,2,2345,207,223,153,708,1
2762,279,8,0,0,2315,199,241,182,726,1
2769,248,15,30,4,2285,187,250,200,745,1
2900,268,23,170,89,1776,155,242,222,1142,2
2911,270,20,192,100,1746,165,243,215,1168,2
2921,266,17,216,110,1717,176,245,207,1195,2
2929,258,12,242,118,1687,191,247,195,1221,2
2936,247,12,268,102,1657,194,249,192,1248,2
2944,230,11,283,33,1627,203,250,183,1275,2
2945,225,10,268,34,1597,206,250,180,1301,2
2951,232,12,256,40,1567,201,251,186,1328,2
2955,218,11,247,44,1537,208,251,178,1356,2
2957,218,14,242,23,1507,204,253,183,1383,2
2963,222,17,240,29,1478,197,254,189,1410,2
2970,203,14,228,21,1448,212,252,171,1438,2
2969,191,12,218,20,1418,219,249,162,1465,2
2972,207,14,212,23,1388,211,252,174,1493,2
2976,210,14,201,27,1358,208,252,177,1521,2
2980,218,11,190,24,1328,207,251,179,1549,2
2984,209,6,182,28,1299,216,246,166,1577,2
2983,163,5,175,27,1269,225,241,151,1605,2
2981,198,5,162,25,1239,218,244,161,1633,2
2889,287,6,0,0,408,202,240,177,1397,2
2895,262,11,0,0,400,192,246,192,1390,2
2902,255,15,30,7,395,186,248,200,1383,2
2910,254,15,42,10,391,183,249,203,1377,2
2918,255,17,67,18,390,179,248,207,1371,2
2928,251,16,85,24,390,183,250,203,1366,2
2935,244,14,108,31,384,190,251,197,1362,2
2942,241,14,124,28,366,192,251,195,1358,2
2948,241,12,134,34,350,196,250,191,1355,2
2954,249,10,150,38,335,199,247,187,1353,2
2957,259,9,162,37,323,199,245,185,1351,2
2962,255,3,175,42,313,213,241,166,1350,2
2959,281,2,190,34,306,212,239,165,1350,2
2964,270,10,201,31,301,194,244,189,1350,2
2970,263,10,216,37,300,195,245,189,1351,2
2975,267,10,234,39,300,195,244,189,1353,2
2981,272,9,255,37,300,197,243,185,1355,2
2985,259,6,277,41,277,206,244,176,1358,2
2986,245,7,300,42,255,206,246,177,1362,2
2990,247,7,324,46,234,205,246,179,1366,2
2994,261,9,350,50,212,199,245,185,1371,2
3001,270,10,376,57,192,194,244,189,1377,2
3005,275,5,402,61,170,206,241,174,1383,2
3004,270,1,430,60,150,215,239,161,1390,2
3007,288,1,437,66,134,216,238,159,1397,2
2301,127,16,170,39,108,245,228,106,190,3
2295,141,15,150,33,127,240,235,121,201,3
2291,157,15,134,29,150,235,241,132,216,3
2288,165,14,108,26,192,232,244,140,255,3
2285,144,13,95,23,216,239,237,125,277,3
2280,131,14,90,18,242,242,232,117,300,3
2274,152,10,90,12,258,233,240,137,324,4
2275,199,12,90,13,277,215,250,168,350,3
2283,190,18,90,25,319,217,251,161,402,3
2282,169,20,90,28,342,231,244,135,430,3
2278,163,19,90,26,361,234,241,129,457,3
2275,186,15,95,22,382,221,250,158,485,3
2280,234,17,108,27,404,190,253,198,513,3
2291,255,23,120,38,424,160,247,220,541,3
2306,259,26,124,53,446,149,244,227,569,3
2321,256,25,134,68,469,153,246,225,598,3
2195,47,8,0,0,811,223,223,135,391,4
2192,23,12,30,-5,834,212,214,136,390,3
2197,160,25,0,0,957,236,236,116,418,4
2183,69,3,0,0,1008,223,233,145,443,4
2187,333,17,0,0,1034,179,216,175,458,4
2194,330,23,30,14,1061,160,206,182,474,3
2201,318,23,42,19,1087,155,213,195,492,3
2211,301,27,67,36,1114,137,218,216,511,3
2226,294,31,95,58,1140,120,215,227,531,3
2242,295,30,124,75,1167,121,215,226,552,3
2258,297,32,153,93,1194,116,211,227,573,3
2276,293,37,182,104,1222,96,205,235,595,3
2299,287,40,212,132,1249,85,204,242,618,3
2324,285,39,242,158,1276,87,207,243,642,3
2350,287,35,272,182,1304,103,213,238,666,3
2378,328,12,331,220,1343,192,226,174,716,3
2370,41,9,361,217,1358,221,220,133,721,3
2367,45,9,391,215,1345,223,220,132,693,3
2364,47,10,417,214,1326,224,217,127,664,3
2360,45,9,443,205,1308,223,221,133,636,3
2358,45,8,470,202,1290,222,223,136,607,3
2354,16,9,497,195,1273,212,222,146,579,3
2356,357,15,484,132,1256,195,211,153,552,3
2357,6,20,454,133,1240,190,196,138,524,3
2354,13,21,424,130,1224,194,192,129,497,3
2352,22,19,395,128,1209,205,197,123,470,3
2346,35,17,365,122,1195,216,201,115,443,3
2341,43,16,335,117,1181,221,203,112,417,3
2334,51,16,306,110,1167,226,203,106,391,3
2164,328,22,0,0,1120,161,208,183,808,4
2158,125,21,30,10,1288,249,221,89,1159,4
2161,332,33,30,17,1333,126,179,181,1248,3
2171,353,34,60,26,1348,142,161,142,1277,3
2167,18,33,85,29,1365,175,151,94,1307,3
2158,29,31,60,27,1379,193,156,81,1337,3
2149,28,27,30,14,1358,199,172,97,1366,3
2144,6,20,0,0,1338,191,196,138,1396,3
2151,330,25,0,0,1298,151,200,183,1440,3
2162,324,33,30,22,1279,122,186,194,1441,3
2174,329,36,42,28,1260,113,173,185,1443,3
2185,342,37,67,50,1242,122,160,161,1445,3
2189,2,36,85,50,1224,148,149,120,1448,3
2174,29,34,60,31,1190,188,147,73,1455,3
2163,36,33,60,20,1173,197,148,63,1460,3
2150,36,30,42,20,1158,202,160,75,1465,3
2142,26,25,30,12,1142,199,177,103,1471,3
2113,23,19,0,0,1087,205,196,122,1441,4
2224,2,18,240,103,992,193,203,146,1282,3
2224,358,20,242,113,990,184,198,148,1273,3
2235,312,28,256,114,990,133,206,207,1259,3
2248,313,27,268,138,990,136,207,205,1253,3
2258,317,26,272,141,990,144,208,199,1248,3
2269,323,23,277,147,990,154,209,191,1243,3
2274,344,21,285,154,992,173,203,165,1239,3
2275,13,25,277,150,994,187,180,121,1236,3
2270,354,35,270,145,1001,142,158,138,1231,3
2274,347,36,270,149,1006,129,157,150,1230,3
2282,349,36,270,157,1012,132,158,148,1230,3
2280,348,36,272,155,1019,131,157,148,1230,3
2287,349,36,277,162,1026,132,156,146,1231,3
2289,351,35,285,164,1034,139,159,144,1233,3
2295,345,33,295,170,1044,136,168,157,1236,3
2301,346,30,309,176,1053,147,176,157,1239,3
2315,340,28,361,199,1087,149,187,169,1253,3
2319,346,25,382,213,1100,163,191,161,1259,3
2323,355,21,404,214,1114,180,197,151,1266,3
2322,8,21,424,222,1128,191,193,135,1273,3
2319,9,23,446,217,1142,187,187,130,1282,3
2317,352,26,469,216,1158,166,187,152,1276,3
2323,348,24,488,143,1173,167,193,159,1249,3
2324,0,16,467,144,1190,195,209,150,1222,3
2324,18,7,446,143,1207,215,226,148,1194,3
2322,293,2,424,141,1224,214,238,162,1167,3
2332,137,8,339,144,1298,232,237,137,1061,4
2326,120,17,319,143,1315,247,224,100,1034,4
2298,137,19,258,115,1368,246,229,104,957,4
2290,143,20,242,127,1387,244,231,106,932,4
2158,117,27,67,28,1302,254,205,60,661,4
2145,114,25,42,15,1288,253,206,65,642,4
2129,11,5,0,0,1261,215,230,152,607,4
2132,323,15,0,0,1249,181,224,182,592,3
2139,324,19,0,0,1237,170,217,185,577,3
2143,331,15,0,0,1226,182,219,176,564,3
2145,295,13,30,2,1215,184,236,192,552,3
2155,258,16,42,3,1205,179,248,206,541,3
2165,241,14,67,13,1195,192,251,196,532,3
2170,252,11,85,15,1187,195,248,191,524,3
2178,296,11,67,23,1179,188,237,188,518,3
2182,330,15,60,27,1172,182,220,177,514,3
2185,352,19,42,14,1165,184,204,156,511,3
2183,9,20,30,12,1159,194,196,135,510,3
2180,352,16,0,0,1154,190,211,158,511,3
2184,304,19,30,12,1150,164,227,201,514,3
2196,293,23,60,24,1146,148,227,216,518,3
2209,300,25,85,8,1144,144,221,214,524,3
2221,315,26,108,20,1142,144,210,201,532,3
2230,337,27,108,53,1140,151,191,173,541,3
2233,357,31,95,56,1140,157,169,138,552,3
2231,4,34,90,54,1140,155,154,121,564,3
2229,356,34,85,32,1140,145,158,135,577,3
2234,357,33,67,37,1140,151,163,136,592,3
2232,357,31,60,35,1140,156,168,138,607,3
2237,350,31,60,40,1142,150,173,151,624,3
2239,355,30,60,42,1144,156,172,143,642,3
2239,355,30,60,39,1146,158,173,142,661,3
2241,354,29,42,14,1150,158,174,144,633,3
2242,353,29,30,15,1154,159,178,147,603,3
2245,357,27,30,18,1159,166,180,143,573,3
2244,354,19,0,0,1172,185,203,153,514,3
2270,291,15,0,0,1110,177,236,199,335,3
2281,273,21,30,11,1101,161,241,217,306,3
2294,262,24,42,14,1092,153,244,225,277,3
2308,257,26,60,28,1084,150,245,227,247,3
2323,256,27,67,27,1077,146,244,229,218,3
2338,256,28,85,36,1071,143,243,230,190,3
2355,251,26,108,53,1065,154,247,224,162,3
2367,230,20,134,65,1061,186,254,199,134,3
2369,141,13,190,67,1054,239,236,124,85,3
2355,111,15,192,46,1050,245,222,102,60,3
2347,106,16,170,38,1050,245,219,98,67,3
2339,99,14,150,32,1050,243,220,103,85,3
2332,88,12,127,25,1050,238,220,110,108,3
2326,77,10,108,24,1050,233,221,119,134,3
2322,73,9,85,20,1050,230,223,126,162,3
2312,127,9,60,10,1054,236,234,128,218,3
2308,137,15,42,16,1057,242,233,116,247,3
2300,133,20,30,9,1061,247,226,97,277,3
2291,326,20,30,2,1077,165,213,185,365,6
2299,322,27,42,19,1084,142,201,194,395,6
2310,319,25,67,29,1092,146,208,197,424,6
2318,317,19,95,38,1101,165,219,192,454,6
2325,311,16,124,51,1110,175,227,191,484,6
2332,308,17,153,61,1120,172,227,195,503,6
2340,311,17,182,74,1131,171,226,194,495,6
2346,304,20,212,82,1142,162,226,203,488,6
2359,304,20,242,97,1155,162,226,203,484,6
2364,309,14,272,108,1167,182,230,188,481,6
2067,332,18,0,0,658,175,214,177,830,4
2074,324,26,30,16,631,147,203,191,807,6
2084,328,28,42,21,604,142,196,187,785,6
2090,326,29,67,32,577,135,193,190,764,6
2102,318,31,95,49,551,124,195,202,743,6
2115,317,30,124,56,525,128,198,202,722,6
2126,321,28,150,76,499,136,200,197,703,6
2136,324,28,175,95,474,140,199,192,684,6
2145,327,28,201,106,450,142,196,188,666,6
2153,333,27,228,114,426,148,194,179,649,6
2159,346,26,256,120,404,160,189,161,633,6
2161,357,25,285,128,382,172,185,144,618,6
2161,6,24,268,88,361,183,186,133,604,6
2155,19,24,216,89,324,194,181,114,579,6
2139,40,24,170,73,295,214,181,91,560,6
2134,39,19,150,79,285,217,194,105,553,6
2121,75,23,108,75,272,241,190,68,543,3
2104,84,29,85,58,270,246,176,38,541,3
2087,92,34,60,43,272,249,168,19,540,3
2063,100,34,30,19,277,252,172,0,541,3
2044,100,26,0,0,285,252,194,53,543,3
2031,325,20,30,4,309,167,214,185,553,6
2061,0,23,108,57,361,180,190,143,579,6
2055,9,21,134,57,382,191,192,133,591,6
2056,341,16,162,58,404,184,214,168,604,6
2059,301,13,190,61,426,184,234,190,618,6
2066,261,17,218,68,450,177,247,207,633,6
2077,249,23,247,79,474,164,249,218,649,3
2091,249,28,277,93,485,150,247,226,666,3
2107,251,29,306,109,457,144,245,229,684,3
2122,256,28,319,54,430,144,244,230,703,3
2137,263,23,297,69,402,156,244,223,722,3
3203,79,13,85,8,3781,237,216,107,3074,7
3197,83,10,67,2,3751,234,223,120,3089,7
3190,90,6,60,-4,3691,229,231,136,3118,1
3187,85,6,42,4,3661,228,230,136,3133,1
3184,73,5,30,1,3631,226,230,139,3149,1
3182,56,3,30,0,3601,222,232,146,3164,1
3181,39,3,30,0,3571,220,232,149,3180,1
3180,25,4,30,0,3541,218,231,150,3196,1
3179,13,4,30,1,3511,215,231,152,3212,1
3179,28,5,42,2,3481,218,230,148,3228,1
3177,41,5,60,-2,3451,221,228,143,3245,1
3175,30,5,60,-3,3421,218,228,146,3262,1
3174,15,5,60,-2,3391,216,230,152,3279,1
3174,13,4,60,0,3361,215,231,152,3296,1
3173,0,4,67,0,3331,213,232,156,3313,1
3174,0,4,60,1,3301,213,232,156,3331,1
3173,11,5,60,0,3271,215,230,152,3348,1
3173,12,6,60,0,3241,214,228,151,3366,1
3172,9,6,60,0,3211,213,227,152,3384,1
3172,0,7,60,1,3181,210,227,155,3402,1
3172,12,8,60,2,3151,212,224,149,3421,1
3170,27,10,42,8,3121,216,219,138,3439,1
3167,22,11,30,5,3091,213,217,139,3458,1
3166,23,12,30,4,3061,212,214,136,3477,1
3162,26,13,30,2,3031,213,211,132,3495,1
3160,27,13,42,4,3001,214,212,131,3515,1
3156,42,14,60,0,2971,222,209,119,3534,1
3150,47,11,60,-3,2941,224,215,124,3553,1
3147,48,7,67,-2,2911,223,224,136,3573,1
3144,73,9,85,-1,2881,231,223,124,3593,1
3138,92,18,108,-8,2851,245,210,88,3612,1
3125,100,28,127,-19,2821,252,190,47,3632,1
3107,103,32,134,27,2791,253,180,29,3648,1
3088,103,27,108,17,2761,253,194,51,3654,1
3077,103,17,85,9,2731,247,215,91,3661,1
3070,104,14,60,2,2701,242,222,107,3667,1
3063,109,10,30,1,2672,238,229,121,3674,1
3060,124,7,0,0,2642,232,235,136,3682,1
3057,141,6,0,0,2612,229,238,143,3689,1
3056,169,6,30,0,2582,225,243,152,3697,1
3056,182,7,60,0,2552,223,245,156,3705,1
3056,182,8,90,0,2522,223,246,156,3713,1
3056,172,8,120,8,2492,226,244,151,3721,1
3055,164,8,108,10,2462,227,243,148,3730,1
3054,158,7,85,9,2432,228,241,147,3739,1
3052,165,7,67,2,2402,226,242,150,3748,1
3052,186,6,42,2,2372,221,245,158,3757,1
3053,189,6,30,-3,2342,221,245,159,3766,1
3053,188,7,0,0,2312,221,245,159,3776,1
3054,180,8,30,-2,2282,223,245,155,3786,1
3053,175,10,60,-6,2252,226,245,151,3796,1
3053,179,11,90,-10,2222,225,247,153,3806,1
3053,181,12,120,-11,2192,224,247,155,3817,1
3053,181,12,150,-13,2162,224,248,155,3827,1
3053,183,12,175,-16,2132,223,248,156,3838,1
3054,184,13,201,-20,2102,223,249,156,3849,1
3054,184,14,228,-26,2072,223,249,156,3861,1
3055,187,13,256,-24,2042,221,249,159,3872,1
3056,185,13,285,-29,2012,222,249,158,3884,1
3056,190,11,313,-36,1982,220,249,161,3896,1
3058,195,10,342,-42,1952,218,249,164,3887,1
3059,187,10,371,-50,1922,221,247,159,3857,1
3059,190,11,390,64,1892,220,248,161,3827,1
3061,194,12,391,66,1862,218,250,164,3797,1
3062,186,12,395,70,1832,222,248,158,3767,1
3062,179,12,400,72,1802,225,247,153,3737,1
3062,185,11,408,72,1772,222,248,158,3708,1
3063,198,9,418,74,1742,218,248,165,3678,1
3065,203,9,430,78,1712,216,248,167,3648,1
3067,208,10,443,81,1682,213,250,171,3618,1
3070,207,11,451,84,1652,213,250,172,3588,1
3072,219,13,454,88,1622,204,252,182,3558,1
3079,223,15,459,97,1593,200,253,187,3528,1
3083,202,13,466,103,1563,213,251,170,3499,1
3084,184,14,474,105,1533,223,249,156,3469,1
3084,166,16,474,159,1503,232,244,139,3439,1
3080,149,18,458,155,1473,241,236,117,3409,1
3074,140,19,443,149,1443,245,231,107,3379,1
3067,136,18,426,142,1413,245,230,106,3349,1
3060,141,16,408,140,1383,242,234,116,3320,1
3056,146,15,391,136,1353,240,237,122,3290,1
3051,144,16,376,131,1323,241,235,119,3260,1
3046,144,17,362,126,1293,242,235,116,3230,1
3040,150,18,350,120,1263,240,236,119,3200,1
3036,156,19,335,116,1233,238,239,123,3171,1
3032,153,20,323,112,1203,240,236,116,3141,1
3026,152,22,313,106,1173,241,235,112,3111,1
3021,153,22,306,101,1144,240,235,112,3081,1
3015,155,21,301,95,1114,239,236,116,3051,2
3011,149,22,300,91,1084,242,233,108,3022,2
3003,141,26,300,83,1054,248,222,85,2992,2
2992,142,29,300,72,1024,247,218,77,2962,2
2982,143,30,300,88,994,246,217,76,2932,2
2971,135,31,272,77,964,250,210,64,2902,2
2957,134,28,242,63,934,251,214,70,2873,2
2948,139,25,212,54,904,248,223,88,2843,2
2939,138,24,182,45,875,248,224,90,2813,2
2930,135,22,153,36,845,248,225,93,2783,1
2922,133,19,124,28,815,247,227,100,2754,1
2915,126,17,95,21,785,246,226,102,2724,1
2907,112,16,67,13,755,246,222,100,2694,1
2899,100,12,42,5,726,240,223,111,2664,1
2894,98,9,30,4,696,235,228,124,2635,2
2890,98,5,0,0,666,228,233,138,2605,1
2889,321,3,0,0,636,212,236,163,2575,1
2892,336,8,30,4,607,203,230,166,2546,1
2892,10,11,30,4,577,209,219,147,2516,1
2890,13,14,42,3,547,206,211,141,2486,1
2889,359,16,67,3,518,193,208,150,2457,1
2890,345,19,85,8,488,180,207,164,2427,2
2894,343,19,90,13,459,180,208,166,2397,2
2896,358,17,90,18,430,192,207,151,2368,2
2895,15,17,85,-7,400,202,201,133,2338,2
2891,26,19,60,20,371,208,196,118,2308,2
2886,30,18,30,11,342,212,197,116,2279,2
2881,29,15,0,0,313,213,206,125,2249,2
2878,21,14,30,3,285,210,210,134,2219,2
2876,18,15,30,8,256,207,206,133,2190,2
2873,16,17,0,0,228,202,202,132,2160,2
2871,9,18,0,0,201,196,201,138,2131,2
2870,5,18,0,0,175,194,201,142,2101,2
2869,5,18,0,0,150,195,203,142,2072,2
2868,3,18,0,0,127,194,204,145,2042,2
2868,17,21,85,13,85,197,191,124,1777,1
2864,24,18,108,15,108,207,197,121,1747,1
2860,42,19,120,17,134,219,194,103,1718,1
2850,45,18,124,11,150,222,198,104,1689,1
2846,0,14,134,8,150,199,214,151,1660,1
2850,318,23,150,7,150,154,212,195,1630,1
2863,317,28,150,26,153,135,203,202,1601,1
2872,329,26,153,38,162,150,200,184,1572,1
2878,330,25,162,51,175,154,202,183,1543,1
2886,327,23,175,63,192,156,206,186,1513,1
2892,340,19,192,71,212,176,209,169,1484,1
2893,351,17,212,68,234,188,209,158,1455,1
2895,344,17,234,76,255,184,212,165,1426,2
2898,341,17,258,84,277,182,212,168,1397,2
2901,329,18,283,79,300,175,216,180,1368,2
2908,324,17,309,92,324,175,220,184,1339,2
2912,332,16,330,102,331,182,218,175,1310,2
2916,335,17,331,104,335,180,216,174,1282,2
2920,324,21,330,88,335,164,213,187,1253,2
2929,316,26,330,97,331,142,207,200,1224,2
2940,325,26,330,108,330,146,201,189,1195,2
2946,335,25,330,114,330,156,198,176,1167,2
2952,328,26,330,120,331,149,200,185,1138,2
2961,323,28,331,129,335,138,198,193,1110,2
2971,325,29,335,139,342,137,195,191,1082,2
2980,329,27,342,148,351,146,198,186,1053,2
2987,328,24,351,155,362,154,203,185,1025,2
2994,320,27,362,162,376,142,203,196,997,2
3006,319,28,376,174,390,137,202,199,969,2
3015,337,22,390,183,402,168,205,173,942,2
3016,18,17,390,185,417,204,201,130,914,2
3010,36,18,390,182,420,215,196,110,886,2
3004,36,18,390,179,420,215,196,110,859,2
2998,41,18,391,174,420,219,197,106,832,2
2991,47,17,395,169,420,224,200,105,805,2
2984,55,17,400,164,420,228,203,102,778,2
2976,63,17,408,159,421,233,204,98,752,2
2968,68,15,418,155,424,234,208,101,726,2
2961,72,15,424,153,430,236,209,100,700,2
2952,74,17,424,147,437,238,206,93,674,2
2943,74,17,404,138,426,238,206,93,649,2
2935,75,17,384,130,408,239,205,91,624,2
2925,76,19,366,120,391,240,202,85,600,2
2915,73,19,350,110,376,239,200,84,576,1
2905,67,19,335,100,350,235,199,87,553,1
2896,61,19,309,102,323,232,198,91,531,1
2887,56,19,283,91,295,229,197,95,509,1
2879,51,19,258,80,268,226,196,97,488,1
2871,45,19,234,66,242,222,196,102,469,2
2865,39,17,212,54,216,218,199,111,450,2
2859,25,16,192,48,192,211,204,126,433,2
2858,3,14,170,48,170,200,213,149,417,2
2859,356,12,150,49,150,200,218,155,402,2
2859,21,12,124,49,127,212,215,138,390,2
2861,76,17,150,-19,1100,238,207,93,720,1
2854,75,14,150,25,1114,236,213,104,750,1
2846,79,15,134,17,1127,238,212,101,780,1
2839,87,14,124,10,1140,240,216,104,810,1
2832,94,12,120,13,1154,238,222,113,840,1
2826,94,9,90,11,1167,235,226,122,870,1
2822,92,7,60,7,1181,231,229,131,900,1
2819,90,6,30,3,1195,229,231,136,930,1
2816,87,4,0,0,1209,226,233,142,960,2
2815,75,3,30,0,1224,223,234,147,990,2
2813,54,2,30,0,1240,220,234,150,1020,2
2813,8,2,0,0,1256,217,235,155,1050,2
2813,342,2,0,0,1273,214,235,159,1080,2
2814,345,3,30,2,1290,214,235,159,1110,2
2814,339,3,60,5,1308,212,234,160,1140,2
2815,319,5,90,11,1326,208,235,167,1170,2
2817,315,6,120,22,1345,205,235,170,1200,2
2819,312,7,150,37,1364,202,235,173,1230,2
2822,308,8,180,55,1381,198,235,177,1260,2
2826,307,9,210,73,1397,194,235,180,1290,2
2830,305,11,240,89,1405,189,234,185,1320,2
2836,304,13,270,-47,1414,185,233,188,1350,2
2841,305,14,255,-42,1423,181,232,191,1380,2
2848,307,14,234,-35,1433,181,231,190,1410,2
2853,306,13,216,-30,1443,183,232,189,1440,2
2859,300,14,201,-24,1454,179,233,194,1470,2
2866,297,15,190,-17,1465,178,234,196,1500,2
2873,296,13,182,-10,1477,182,235,193,1530,2
2879,295,13,180,-4,1490,184,236,192,1560,2
2885,291,12,180,1,1503,185,238,193,1560,2
2891,284,12,180,7,1516,185,240,194,1532,2
2898,280,13,180,14,1530,185,241,196,1505,2
2905,276,12,180,21,1543,187,243,195,1477,2
2911,268,11,182,27,1557,191,245,193,1450,2
2917,256,9,190,33,1571,200,246,184,1423,2
2920,232,5,201,35,1585,211,245,171,1396,2
2921,212,4,216,36,1600,216,244,165,1369,2
2922,194,4,234,35,1616,219,243,160,1342,2
2922,164,3,255,31,1631,223,240,153,1315,2
2921,125,4,277,30,1648,226,237,145,1288,2
2919,114,5,300,28,1664,228,235,141,1262,2
2917,123,7,324,26,1681,231,235,137,1235,2
2913,128,8,350,22,1698,234,235,133,1209,2
2910,128,8,376,19,1716,233,235,134,1183,2
2907,114,9,402,16,1734,236,231,125,1158,2
2901,100,13,404,135,1752,241,222,109,1132,2
2893,93,14,382,127,1771,241,218,104,1107,2
2886,91,14,361,122,1790,241,217,102,1082,2
2878,94,18,339,114,1809,246,210,87,1057,2
2824,110,15,234,65,1910,244,222,103,937,5
2817,115,15,212,58,1931,244,225,106,914,5
2810,118,16,192,54,1950,246,224,103,892,5
2802,120,17,170,46,1968,246,224,101,870,5
2794,124,16,150,40,1987,245,227,105,849,5
2788,124,16,124,34,2005,245,227,105,828,5
2780,121,17,95,27,2024,246,225,102,807,2
2773,121,16,67,20,2044,246,225,103,787,2
2765,118,17,42,12,2063,247,223,99,768,2
2750,317,8,30,0,2143,198,233,174,700,2
2755,315,14,42,7,2164,182,228,185,685,2
2761,315,17,67,12,2185,174,224,190,671,2
2768,315,18,85,21,2206,171,223,191,658,2
2775,320,16,108,28,2227,177,223,186,646,2
2779,328,15,134,28,2249,184,222,177,636,2
2783,334,14,150,35,2270,187,221,172,626,2
2786,340,13,170,36,2291,191,220,168,618,2
2788,344,14,192,38,2312,192,218,164,612,2
2790,345,15,212,37,2333,190,216,164,607,2
2792,348,15,234,45,2355,191,214,161,603,2
2793,0,15,258,50,2376,196,210,150,601,2
2792,3,16,255,64,2397,196,207,146,600,2
2792,357,17,234,64,2419,191,207,152,601,2
2793,355,18,216,65,2440,187,205,153,603,2
2794,357,19,201,60,2461,186,201,150,607,2
2794,1,20,190,60,2482,188,199,145,612,2
2793,7,20,175,59,2503,193,197,138,618,2
2791,11,20,162,57,2524,195,196,134,626,2
2789,9,20,153,55,2546,194,197,135,636,2
2788,7,19,150,41,2523,193,198,139,646,2
2787,3,19,127,39,2493,191,200,143,658,2
2787,9,19,108,39,2463,195,199,137,671,2
2784,22,20,95,36,2433,204,194,121,685,1
2779,27,20,85,21,2403,207,191,113,700,1
2773,29,20,60,15,2373,209,194,114,716,1
2768,22,16,30,6,2343,208,204,129,732,1
2766,0,9,0,0,2313,206,222,154,750,1
2767,283,8,0,0,2283,199,241,181,768,1
2774,248,15,30,7,2253,188,250,199,787,1
2914,280,20,175,103,1744,161,238,215,1183,2
2923,283,16,201,112,1714,176,239,203,1209,2
2930,273,9,228,96,1684,196,243,186,1235,2
2932,232,8,256,98,1654,207,248,178,1262,2
