closed cluster high,closed cluster low,closed cluster mean,closed cluster label,closed cluster segment,closed cluster stream,cluster high,cluster low,cluster mean,cluster label,cluster segment,cluster stream,window high,window low,window mean,window segment,window stream,is the cluster and the window deviated,is the cluster and the window matched,cluster labels that are merged together into a cluster,new clusters (labels),merge a cluster with a window,merge a window with a cluster,index
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],5,-1,1,,,,,,,,,,,,28
,,,,,,[0.30107527 0.05376344 0.0483871  0.03225806],[0.11827957 0.         0.02150538 0.01075269],[0.20967742 0.02688172 0.03494624 0.02150538],6,-1,2,,,,,,,,,,,,28
[0.32258065 0.05913978 0.05376344 0.10215054],[0.11827957 0.         0.02150538 0.01075269],[0.22043011 0.02956989 0.03763441 0.05645161],-1.0,2.0,6.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.32258065 0.05913978 0.05376344 0.10215054],[0.15591398 0.         0.04301075 0.01612903],[0.23924731 0.02956989 0.0483871  0.05913978],-1.0,2.0,False,True,[],[],False,False,29
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],5,-1,1,,,,,,,,,,,,29
,,,,,,[0.32258065 0.05913978 0.05376344 0.10215054],[0.11827957 0.         0.02150538 0.01075269],[0.22043011 0.02956989 0.03763441 0.05645161],6,-1,2,,,,,,,,,,,,29
[0.32258065 0.05913978 0.06451613 0.10215054],[0.11827957 0.         0.02150538 0.01075269],[0.22043011 0.02956989 0.04301075 0.05645161],-1.0,2.0,6.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.25268817 0.         0.06451613 0.05913978],[0.19892473 0.         0.03225806 0.01612903],[0.22580645 0.         0.0483871  0.03763441],-1.0,2.0,False,True,[],[],False,False,30
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],5,-1,1,,,,,,,,,,,,30
,,,,,,[0.32258065 0.05913978 0.06451613 0.10215054],[0.11827957 0.         0.02150538 0.01075269],[0.22043011 0.02956989 0.04301075 0.05645161],6,-1,2,,,,,,,,,,,,30
[0.32258065 0.05913978 0.06451613 0.17741935],[0.11827957 0.         0.02150538 0.01075269],[0.22043011 0.02956989 0.04301075 0.09408602],-1.0,2.0,6.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.29569892 0.         0.0483871  0.17741935],[0.1827957  0.         0.02150538 0.03225806],[0.23924731 0.         0.03494624 0.10483871],-1.0,2.0,False,True,[],[],False,False,31
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],5,-1,1,,,,,,,,,,,,31
,,,,,,[0.32258065 0.05913978 0.06451613 0.17741935],[0.11827957 0.         0.02150538 0.01075269],[0.22043011 0.02956989 0.04301075 0.09408602],6,-1,2,,,,,,,,,,,,31
[0.32258065 0.05913978 0.06451613 0.17741935],[0.11827957 0.         0.02150538 0.        ],[0.22043011 0.02956989 0.04301075 0.08870968],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.22043011 0.00537634 0.03763441 0.07526882],[0.17741935 0.         0.02688172 0.        ],[0.19892473 0.00268817 0.03225806 0.03763441],-1.0,2.0,False,False,[5],[],False,True,32
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,32
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.32258065 0.         0.0483871  0.12903226],[0.15591398 0.         0.02150538 0.        ],[0.23924731 0.         0.03494624 0.06451613],-1.0,2.0,False,False,[],[],False,True,33
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,33
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.28494624 0.00537634 0.03763441 0.08602151],[0.16129032 0.         0.02688172 0.01075269],[0.22311828 0.00268817 0.03225806 0.0483871 ],-1.0,2.0,True,False,[],[],False,False,34
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,34
[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3.0,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.25268817 0.03763441 0.06451613 0.08602151],[0.12903226 0.         0.02688172 0.06451613],[0.19086022 0.0188172  0.04569892 0.07526882],-1.0,2.0,True,False,[],[],False,False,35
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,35
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.30107527 0.         0.05913978 0.1344086 ],[0.1827957  0.         0.03225806 0.02688172],[0.24193548 0.         0.04569892 0.08064516],-1.0,2.0,False,False,[],[],False,True,36
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,36
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.35483871 0.         0.03763441 0.13978495],[0.19892473 0.         0.03763441 0.01612903],[0.27688172 0.         0.03763441 0.07795699],-1.0,2.0,False,False,[],[],False,True,37
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,37
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.2311828  0.03763441 0.05913978 0.15053763],[0.20430108 0.         0.03225806 0.03225806],[0.21774194 0.0188172  0.04569892 0.09139785],-1.0,2.0,False,False,[],[],False,True,38
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,38
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.26344086 0.0483871  0.03225806 0.02150538],[0.22580645 0.         0.02688172 0.00537634],[0.24462366 0.02419355 0.02956989 0.01344086],-1.0,2.0,False,False,[],[],False,True,39
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,39
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.27956989 0.04301075 0.03763441 0.1344086 ],[0.16129032 0.         0.02688172 0.09677419],[0.22043011 0.02150538 0.03225806 0.1155914 ],-1.0,2.0,False,False,[],[],False,True,40
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,40
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.26344086 0.01075269 0.17204301 0.12365591],[0.18817204 0.         0.03225806 0.02688172],[0.22580645 0.00537634 0.10215054 0.07526882],-1.0,2.0,False,False,[],[],False,True,41
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,41
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.42473118 0.         0.17204301 0.0483871 ],[0.25268817 0.         0.02688172 0.01612903],[0.33870968 0.         0.09946237 0.03225806],-1.0,3.0,False,False,[],[],False,True,42
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,42
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.25268817 0.04301075 0.05913978 0.10752688],[0.22043011 0.         0.03763441 0.02150538],[0.23655914 0.02150538 0.0483871  0.06451613],-1.0,3.0,False,False,[],[],False,True,43
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,43
[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.30645161 0.04301075 0.08064516 0.10752688],[0.19892473 0.00537634 0.02150538 0.03225806],[0.25268817 0.02419355 0.05107527 0.06989247],-1.0,3.0,False,False,[],[],False,True,44
,,,,,,[0.56451613 0.15591398 0.24731183 0.21505376],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.10752688],6,-1,2,,,,,,,,,,,,44
[0.56451613 0.15591398 0.24731183 0.23655914],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.11827957],6.0,2.0,-1.0,[0.10752688 0.05376344 0.0483871  0.08064516],[0.         0.         0.01075269 0.01075269],[0.05376344 0.02688172 0.02956989 0.04569892],3,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0.28494624 0.00537634 0.05376344 0.23655914],[0.20967742 0.         0.02150538 0.01612903],[0.24731183 0.00268817 0.03763441 0.12634409],-1.0,3.0,False,False,[],[],False,True,45
,,,,,,[0.56451613 0.15591398 0.24731183 0.23655914],[0.09139785 0.         0.02150538 0.        ],[0.32795699 0.07795699 0.1344086  0.11827957],6,-1,2,,,,,,,,,,,,45
